case_id,source_class,synthetic_seed_id,is_original,is_perturbed,target_rule,case_filename,case_sha256
gold_0039,synthetic_original,mock_019,true,false,,data/synthetic_cases/gold_0039.md,5d9d29135c79895e93b3159b2beb45cce8d799a914fcbd50b602315afabd46c7
gold_0040,synthetic_original,mock_020,true,false,,data/synthetic_cases/gold_0040.md,aeff3486ebe606c4ff4a4669eb60806c1006a7dd0a988e083c916663fc3a9412
gold_0041,synthetic_original,mock_021,true,false,,data/synthetic_cases/gold_0041.md,3a9af47bc762dd565eda4f507b1cf662e3cd1936aaebc2512cbb31a185281acc
gold_0042,synthetic_original,mock_022,true,false,,data/synthetic_cases/gold_0042.md,cdc8eb0de73c001cf38323cfd8c98d9e003b7072dccb1976fc7bcbbeb6adeb28
gold_0043,synthetic_original,mock_023,true,false,,data/synthetic_cases/gold_0043.md,4009844d99df96ec917ad1fe9b64652b9802f5318bcc0f556275c9e64c6c592f
gold_0044,synthetic_original,mock_024,true,false,,data/synthetic_cases/gold_0044.md,5ee479c63ca493a819bc6f6e0f9627d9ddc68f1fe1cbb5590849b530e12f4573
gold_0045,synthetic_original,mock_025,true,false,,data/synthetic_cases/gold_0045.md,eb508c862470b65ebc7e3180d3940ee3d053c8243b05535a6c2277b7c177f4c2
gold_0046,synthetic_original,mock_026,true,false,,data/synthetic_cases/gold_0046.md,a1934be04b4d31db05c84cbd154141c638b17e7dfc5f1531725a737473c41620
gold_0047,synthetic_original,mock_027,true,false,,data/synthetic_cases/gold_0047.md,5f337bd062adb4d27665b091ebc87577c0aa217c6377ca0a1ff8bc2250eae74a
gold_0048,synthetic_original,mock_028,true,false,,data/synthetic_cases/gold_0048.md,dd3b1ce7aa093a16c80ef9c5ab3f06ed33d1fe7ed2c9ecaabd2b8b56708c4686
gold_0049,synthetic_original,mock_029,true,false,,data/synthetic_cases/gold_0049.md,942898aaf517fc22b012532c46b29e0a55a88c0c8e4c509266783236c08d9ef8
gold_0050,synthetic_original,mock_030,true,false,,data/synthetic_cases/gold_0050.md,8a4767b84b80baf439e2d7e7fe7850eca763f0e61040c6979e37c2ad2099de6c
gold_0051,synthetic_original,mock_031,true,false,,data/synthetic_cases/gold_0051.md,cdccafaedc58cbfb1f9d41759dde14ced9907a41ebc51e7bfe8763a91bcca817
gold_0052,synthetic_original,mock_032,true,false,,data/synthetic_cases/gold_0052.md,1ae4c14ca546090370bf7b7c10259f30677e5dff45daea7cc9e60c06a102febb
gold_0053,synthetic_original,mock_033,true,false,,data/synthetic_cases/gold_0053.md,3b96cefe4d58687a4333e894b16f98bbcef08e4e0950f08006121687eec499e2
gold_0054,synthetic_original,mock_034,true,false,,data/synthetic_cases/gold_0054.md,d8d40a9bd0369f3e5c3946214bc48f23afa63032ad3e688983b25582f4d07b4b
gold_0055,synthetic_original,mock_035,true,false,,data/synthetic_cases/gold_0055.md,b1da7b6fa556dab759b5794bc3a462ff8fc7564a366c05a21280cf174c31edae
gold_0056,synthetic_original,mock_036,true,false,,data/synthetic_cases/gold_0056.md,c8da584074a767a23e452b8d52097041ee5aebf9c2ce28e1da2759ad21b871aa
gold_0057,synthetic_original,mock_037,true,false,,data/synthetic_cases/gold_0057.md,eed95c8ccf2fb0c3f427383488106f232185270993bf40fe07d57ba73232e543
gold_0058,synthetic_original,mock_038,true,false,,data/synthetic_cases/gold_0058.md,77454383ff771b8782435c05941ad6383e77e96a27b0603e148f3039c29485da
gold_0059,synthetic_original,mock_039,true,false,,data/synthetic_cases/gold_0059.md,295b699874aad6e944d283917c1ec5a677206707498502cade4e3646872c3c2e
gold_0060,synthetic_original,mock_040,true,false,,data/synthetic_cases/gold_0060.md,cec3f578c308bd6e52198e41a791e47bebdb881a5587b710df5a13c9d7ae0b8a
gold_0061,synthetic_original,mock_041,true,false,,data/synthetic_cases/gold_0061.md,753532d3d63328972215696fce91e4d823949635cfdbcd09381fcdcd9173bfee
gold_0062,synthetic_original,mock_042,true,false,,data/synthetic_cases/gold_0062.md,34e8c8248e326bfd1b7782d479b09cd775dd1238d4ec00ea7cc5926d23b3ca9d
gold_0063,synthetic_original,mock_043,true,false,,data/synthetic_cases/gold_0063.md,700e86d1af0cd2d7558671f5d2828aaed4d10a467efea2e9e9c6a8b45ea377b5
gold_0064,synthetic_original,mock_044,true,false,,data/synthetic_cases/gold_0064.md,7805598c59d2839d587291402a11162405dc349295538269382de370a6dde76e
gold_0065,synthetic_original,mock_045,true,false,,data/synthetic_cases/gold_0065.md,418dafa9406461d9fd71f1520007a740275f3fd1cef89ad798110cde5f997264
gold_0066,synthetic_original,mock_046,true,false,,data/synthetic_cases/gold_0066.md,0a9be9edf52f6e14ab605bf32f89a7242f93b46696b27955f3147bc1fe6893eb
gold_0067,synthetic_original,mock_047,true,false,,data/synthetic_cases/gold_0067.md,ca14543dc77aef04570e1a2fc758c3b14744ae3b07d3033b6a0343f057361cdf
gold_0068,synthetic_original,mock_048,true,false,,data/synthetic_cases/gold_0068.md,d0820a9fae7d88047382f6c8ab66a9fad4c5f26fc095b6686d95a81ad4b27e29
gold_0069,synthetic_original,mock_049,true,false,,data/synthetic_cases/gold_0069.md,5129c4956a59767c64099d416da7158f25a94f62f81978fa487834c42975cd28
gold_0070,synthetic_original,mock_050,true,false,,data/synthetic_cases/gold_0070.md,8ebd581f3acf78fd2026c4ad2076edab376355a8c1b704cce03ec1baddbf95a9
gold_0071,synthetic_original,mock_051,true,false,,data/synthetic_cases/gold_0071.md,e56617c1b17af6fb48097b5e0b966cdf38d8847623a56dcc93b256f378f29465
gold_0072,synthetic_original,mock_052,true,false,,data/synthetic_cases/gold_0072.md,e58b062d2fba636fda709509f94f52ce5ce0b8bb75dcc21e84c4e68ab1f5638a
gold_0073,synthetic_original,mock_053,true,false,,data/synthetic_cases/gold_0073.md,99ca4e83e8b936ce2819d55522c94ff0bcfab098a042929fffa98ccec8e00e2f
gold_0074,synthetic_original,mock_054,true,false,,data/synthetic_cases/gold_0074.md,ae592a7e3cebf90370f05b0eb9d522d473383f39fd4ff993950c8ff30caa96fe
gold_0075,synthetic_original,mock_055,true,false,,data/synthetic_cases/gold_0075.md,334e5aa1afd66cbde34cbbb0e452dffe17a3cd1075876844d5612d3ffee476b8
gold_0076,synthetic_original,mock_056,true,false,,data/synthetic_cases/gold_0076.md,56aed8254f49a1e9582de84b04b229712aa59850ce6622b58e058d3d17730640
gold_0077,synthetic_original,mock_057,true,false,,data/synthetic_cases/gold_0077.md,4b9e60ae0894133ca01b8e66fb1a096270662901f8f23da8bcb1707a3c39e363
gold_0078,synthetic_original,mock_058,true,false,,data/synthetic_cases/gold_0078.md,c2ea0353d04d9b3fd14b19d041f56b217bc2647702b7391719f6e2378100d897
gold_0079,synthetic_original,mock_059,true,false,,data/synthetic_cases/gold_0079.md,432e705441b8aba79a152c4bd067eeb6326def85972328c09b9544fe7e833d31
gold_0080,synthetic_original,mock_060,true,false,,data/synthetic_cases/gold_0080.md,893470b47ea9e5b1a361d7d769995e4e43215e692b165ef7a91324636e7c27ea
gold_0081,synthetic_original,mock_061,true,false,,data/synthetic_cases/gold_0081.md,609aba9cb3735e3fdf7f2b1d965e85d09603cebb129ef1cb3faa484b27e6645f
gold_0082,synthetic_original,mock_062,true,false,,data/synthetic_cases/gold_0082.md,9fe47247b66bf4638ddcc24fc39bc60cf2369057a2d0b44e6977e3cec50530ad
gold_0083,synthetic_original,mock_063,true,false,,data/synthetic_cases/gold_0083.md,c80610077b3772fc8ef879bc70a199c55972c6cd8823593f0e5a1e6ae604d5aa
gold_0084,synthetic_original,mock_064,true,false,,data/synthetic_cases/gold_0084.md,a8ffd3cbeff996eceefbcdcf1b7473d22e09ce37e0c5c3211e475a28a5a6d3d6
gold_0085,synthetic_original,mock_065,true,false,,data/synthetic_cases/gold_0085.md,6c74d861c1c54676917e3224c6ac41ccd1c83915c686184c5adb71fed515910c
gold_0086,synthetic_original,mock_066,true,false,,data/synthetic_cases/gold_0086.md,e4543a2535e757568b992a2d79442fed16c6a07ab59ebe6fec2f14c7cf20fabd
gold_0087,synthetic_original,mock_067,true,false,,data/synthetic_cases/gold_0087.md,e897ea33b022f4cf7274c8cbe3294978ad581e5aa2e3b8ace3f9924f26ee221d
gold_0088,synthetic_original,mock_068,true,false,,data/synthetic_cases/gold_0088.md,23f75429a2c8bd433abecedcb43e8e17f3b3f82d12d519cd6667d37e14dcba1a
gold_0089,synthetic_original,mock_069,true,false,,data/synthetic_cases/gold_0089.md,859eddd301dfec16aa3197e9470dd93c154e4a94b2baf5d298dbe9ab826ca9b6
gold_0090,synthetic_original,mock_070,true,false,,data/synthetic_cases/gold_0090.md,88411fca2acd112df8686cac4f11f1360baa73bd13a60b64ec4d2416a41714c3
gold_0091,synthetic_original,mock_071,true,false,,data/synthetic_cases/gold_0091.md,f81dd4a433668a6000c49b3f3b72056c108ab30959e3a7fe6a1f04ed8c900283
gold_0092,synthetic_original,mock_072,true,false,,data/synthetic_cases/gold_0092.md,2c2d9dc4c7b0ac1a523194ec53b13cd55b11f4f0b8269c8840d6de90f0b42224
gold_0093,synthetic_original,mock_073,true,false,,data/synthetic_cases/gold_0093.md,df55c9cc1f69fa4f3ca8cce944f88cebf0291302bcce804d0862f68f4c8e0010
gold_0094,synthetic_original,mock_074,true,false,,data/synthetic_cases/gold_0094.md,4b627494e2760d25454df10da3ddba94db20e5d6b72fdd5bc94ca9f4f3d7ae05
gold_0095,synthetic_original,mock_075,true,false,,data/synthetic_cases/gold_0095.md,9348353a8511ed14c2b936cd6d45ba77aa9aa8229098271b2488a9bc8ab5a6c3
gold_0096,synthetic_original,mock_076,true,false,,data/synthetic_cases/gold_0096.md,034ea832e63d353282461eb5dc201533aa57b41d0951920bdec0aba73524ab41
gold_0097,synthetic_original,mock_077,true,false,,data/synthetic_cases/gold_0097.md,c1ce07bfd2d8e027e5c56e9e9f6148c06f95308d42df2bbb0ae8e470ff9c0d34
gold_0098,synthetic_original,mock_078,true,false,,data/synthetic_cases/gold_0098.md,92d572a4af634cc36eee304ac22a9538e9f189bdefde4369936b3cd8f38c8c24
gold_0099,synthetic_original,mock_079,true,false,,data/synthetic_cases/gold_0099.md,fc36d21ec93b36d23905847e92e6512c27b708e507b85a2f64660acdb188e907
gold_0100,synthetic_original,mock_080,true,false,,data/synthetic_cases/gold_0100.md,9e288a9e5d9939cbef25a878a55e63935cbfc15a6beb566c77c72fc2da62db86
gold_0221,synthetic_derived,mock_001,false,true,H1,data/synthetic_cases/gold_0221.md,3edd7cd499e6f8362fb881ebb94ece494e117c51ede1f5431a6bda03fc8c6f64
gold_0222,synthetic_derived,mock_001,false,true,H2,data/synthetic_cases/gold_0222.md,16978687bd85b41274629f16789e1032b755f0d52ded380e1c8917de3d79cc0e
gold_0223,synthetic_derived,mock_001,false,true,H3,data/synthetic_cases/gold_0223.md,81a54a3f58d03d28c91ec845cc568e1b00350e1c82f3dbcdbeae46e63493731f
gold_0224,synthetic_derived,mock_001,false,true,H4,data/synthetic_cases/gold_0224.md,f365bcb08441c6a40585a034dcf1b64a673f7e2831d605fbefd2a10b482e220a
gold_0225,synthetic_derived,mock_001,false,true,H5,data/synthetic_cases/gold_0225.md,86b5f4b28581f6b75f542350300f6007e160265ea4885cfbf05247f0a2dd5643
gold_0226,synthetic_derived,mock_001,false,true,H6,data/synthetic_cases/gold_0226.md,f64edbd8db3db6ba1c25c5dfcea59cb809edce6ebcd520d59c1c0c0c8237cbe0
gold_0227,synthetic_derived,mock_002,false,true,H1,data/synthetic_cases/gold_0227.md,e3101b4e3842a8aeaa066926f37897355b49c422c0a63f8b4df9d8936da3fbdd
gold_0228,synthetic_derived,mock_002,false,true,H2,data/synthetic_cases/gold_0228.md,3122afdd60ad6d91848e96946b6ddfa589e896566995bcb8f334e50ca95245c2
gold_0229,synthetic_derived,mock_002,false,true,H3,data/synthetic_cases/gold_0229.md,9f4556d05fb7120858ae92af164d4b3132ae8c11c4dc90324d95a30ee5eb43ee
gold_0230,synthetic_derived,mock_002,false,true,H4,data/synthetic_cases/gold_0230.md,8038a05d74e7619061a89c624db790c40d4958bf7b51a0fde3686321d9c7f6e6
gold_0231,synthetic_derived,mock_002,false,true,H5,data/synthetic_cases/gold_0231.md,f23a0564a7fa035c66fc1286025c9633c0419b62badf86d60455fdebaedfbb1a
gold_0232,synthetic_derived,mock_002,false,true,H6,data/synthetic_cases/gold_0232.md,22724f991085bcf7150eb92a77ce709963628c062284a0bc6461b873b8db2f6e
gold_0233,synthetic_derived,mock_003,false,true,H1,data/synthetic_cases/gold_0233.md,4f905747ba2f8ef8a203792928c0fcec8d1d91eda1c73535d154cf9e6c7eefec
gold_0234,synthetic_derived,mock_003,false,true,H2,data/synthetic_cases/gold_0234.md,ef4e70f12aecfabc854faac670769141d311d3c88c85c9fb2bfdf668cd66b8d0
gold_0235,synthetic_derived,mock_003,false,true,H3,data/synthetic_cases/gold_0235.md,bddd10dd69acf1a53415a2ed138f2b449430cc9551010ee91d4e2e4ec2a8903c
gold_0236,synthetic_derived,mock_003,false,true,H4,data/synthetic_cases/gold_0236.md,e4e84ba1b807912028e709b73b52263debb5b2ac7067855c9d7c4a27ca6fed23
gold_0237,synthetic_derived,mock_003,false,true,H5,data/synthetic_cases/gold_0237.md,adbedd1c8dd898a43e03a35ab61f3e1aa235df5f5610bac96ba130e9b3b39fdb
gold_0238,synthetic_derived,mock_003,false,true,H6,data/synthetic_cases/gold_0238.md,0879c0097bee9cdab105a23c5dd5ab49be03e5a3693fe1172c54cfc183487c9f
gold_0239,synthetic_derived,mock_004,false,true,H1,data/synthetic_cases/gold_0239.md,eefd12075fc7bc2e2dc3e10b47d26549e29972320b0c71b1c6cc99e2819718d0
gold_0240,synthetic_derived,mock_004,false,true,H2,data/synthetic_cases/gold_0240.md,04f2fdcba7f982245d72693333697e2f9d3ba884b0fa7263c585ea8859585bbf
gold_0241,synthetic_derived,mock_004,false,true,H3,data/synthetic_cases/gold_0241.md,8eea8ccbd4a3ec85f5f3cf34acfbc7a6869b04168522486fc353adc541389528
gold_0242,synthetic_derived,mock_004,false,true,H4,data/synthetic_cases/gold_0242.md,5df22b9f3d1e29d7e6309656d0729ffd693ad0f0f80a37d5ccb84c92cc176610
gold_0243,synthetic_derived,mock_004,false,true,H5,data/synthetic_cases/gold_0243.md,4820674b394f7e31a001502cd13d0a0c1b9e5c56f8cd68a88f80418d86455be5
gold_0244,synthetic_derived,mock_004,false,true,H6,data/synthetic_cases/gold_0244.md,f00550af6438179fdf4c46fd94587276848885086f9fc5bc4582cb01af1cb7f7
gold_0245,synthetic_derived,mock_005,false,true,H1,data/synthetic_cases/gold_0245.md,d2a07ef61f0298d0df2c61e77118ed7e4b19650f2ae50a80387f02c0a41d18a0
gold_0246,synthetic_derived,mock_005,false,true,H2,data/synthetic_cases/gold_0246.md,6c79dfbb9277b073a1ccbeac5c11046a924355c77129ee1a130a3811b0054426
gold_0247,synthetic_derived,mock_005,false,true,H3,data/synthetic_cases/gold_0247.md,481c050803f9e470223b3c9ed790d3a56045c6d35fa847938d5d98c14d2e6b78
gold_0248,synthetic_derived,mock_005,false,true,H4,data/synthetic_cases/gold_0248.md,9f43e9d4e46fdbed212f63a6e848d3b2bd69855edb2284950b54fc2d719c7e71
gold_0249,synthetic_derived,mock_005,false,true,H5,data/synthetic_cases/gold_0249.md,89587e0fd4fb250d2eb9e97625db940b4d61ed9ea2a3e9ad2e15316a100641bb
gold_0250,synthetic_derived,mock_005,false,true,H6,data/synthetic_cases/gold_0250.md,9464ba5c83063dfe572ac4538603f3ac7573b047b876124a51935b4b6d4be06e
gold_0251,synthetic_derived,mock_006,false,true,H1,data/synthetic_cases/gold_0251.md,6d2745af19d7c1a0e23458aec595a9fd2629f3d2c01e479b3e57de2f74d5e335
gold_0252,synthetic_derived,mock_006,false,true,H2,data/synthetic_cases/gold_0252.md,c3d78286583cf71c4da501bb2028490570cef6d67ca491ec3b3fd4ec8caa64ae
gold_0253,synthetic_derived,mock_006,false,true,H3,data/synthetic_cases/gold_0253.md,551c054a56a7ef5aa97edcd519382418fb69835e1886c6ddd88b1f4fe5fb6f44
gold_0254,synthetic_derived,mock_006,false,true,H4,data/synthetic_cases/gold_0254.md,749c0b959c3e62eb9165fce4d9bd27c18eedb8e4b1aa70bf765c0203886aa2b5
gold_0255,synthetic_derived,mock_006,false,true,H5,data/synthetic_cases/gold_0255.md,c28e11a81cdf6157baf01ff444219f3c53fc3cdfdce117f727f76925d57870cc
gold_0256,synthetic_derived,mock_006,false,true,H6,data/synthetic_cases/gold_0256.md,cfdac7a69a35c14a9134007aaa766e52c8af725b71d2748c27f0809c37af4762
gold_0257,synthetic_derived,mock_007,false,true,H1,data/synthetic_cases/gold_0257.md,7304e7ba73245d5ca804e4165b897c42e01f369cdf0a3aa9ed92a3369dcc2d96
gold_0258,synthetic_derived,mock_007,false,true,H2,data/synthetic_cases/gold_0258.md,c866022b85885ef258a1512617ef9ced5b2de4f5e60da2b0be113981cab37b4c
gold_0259,synthetic_derived,mock_007,false,true,H3,data/synthetic_cases/gold_0259.md,9e49ed5df46016057cc313d5003d6676305109eb1b50342d550e82a51832ace3
gold_0260,synthetic_derived,mock_007,false,true,H4,data/synthetic_cases/gold_0260.md,736d785506361024e50ef3bc8db9fc973b8e43b0408270f4b1964e5193a2e706
gold_0261,synthetic_derived,mock_007,false,true,H5,data/synthetic_cases/gold_0261.md,bc02ea630c57e36914b4e7a40868b473c8b93885152e3b7f22aee87da74d6d1b
gold_0262,synthetic_derived,mock_007,false,true,H6,data/synthetic_cases/gold_0262.md,0d306027c3663d55429e9f1526fd510803a399c85031c769dc6bbd55c9ea1abc
gold_0263,synthetic_derived,mock_008,false,true,H1,data/synthetic_cases/gold_0263.md,984b539c431071abfdc8d3da70ef6b8f3035616195e012d615d636eb8c371c2a
gold_0264,synthetic_derived,mock_008,false,true,H2,data/synthetic_cases/gold_0264.md,27ac3785c1e37f826b57e5f026defe513b74bcaf4eb7cb09290d0fe192a45028
gold_0265,synthetic_derived,mock_008,false,true,H3,data/synthetic_cases/gold_0265.md,c8849e8ced881a9ac62005d51a5ec66490148b0a3de1ec81ba85bc2051429fc1
gold_0266,synthetic_derived,mock_008,false,true,H4,data/synthetic_cases/gold_0266.md,27b9bc12e475e7a5da37f99881c2f57d48bf4429009c59859980620a25e23e7a
gold_0267,synthetic_derived,mock_008,false,true,H5,data/synthetic_cases/gold_0267.md,0517c3b614cb7a321738f70fa5c6bcd267f3681eb89f41c114349821a734f8e3
gold_0268,synthetic_derived,mock_008,false,true,H6,data/synthetic_cases/gold_0268.md,fd0c3c571013859cacd3f1f06101e84a5f8ca94f8defc7a9a0a5e80d0c3e15f7
gold_0269,synthetic_derived,mock_009,false,true,H1,data/synthetic_cases/gold_0269.md,edc90c80a85c613bbdaa396a6d9fa44b42eac719f56179b954e8ef765bf8e1a4
gold_0270,synthetic_derived,mock_009,false,true,H2,data/synthetic_cases/gold_0270.md,67b2c4bfff2becc24d72a3d2a7848dd6c6da21e08518c30cf0846fd56ef220f4
gold_0271,synthetic_derived,mock_009,false,true,H3,data/synthetic_cases/gold_0271.md,38f0e1c74c96b29b68124bc129e9e43fc7f633dfbd7e68062bc6f1351eeebc2e
gold_0272,synthetic_derived,mock_009,false,true,H4,data/synthetic_cases/gold_0272.md,2cda5e14f21279c03a027c1f982dae6643a9a3e92ecdf03c47fc2aeafc289c2b
gold_0273,synthetic_derived,mock_009,false,true,H5,data/synthetic_cases/gold_0273.md,9191a39982ddbe06d743f462149eb07a4b40d54f41d98298ffdd07e711642db5
gold_0274,synthetic_derived,mock_009,false,true,H6,data/synthetic_cases/gold_0274.md,ab7d4ae689d12e852c02426ba3495b0961b41a71f9b75fec74a368fa12f021a7
gold_0275,synthetic_derived,mock_010,false,true,H1,data/synthetic_cases/gold_0275.md,240f54b5ccf18b601228b3623cf6ebca87609860654e39dd12c46b55e13048fe
gold_0276,synthetic_derived,mock_010,false,true,H2,data/synthetic_cases/gold_0276.md,af1a4bc4bab3b0dcab8df64b7ac65ac3c7a72f06e337b31e570699dd023942c1
gold_0277,synthetic_derived,mock_010,false,true,H3,data/synthetic_cases/gold_0277.md,93a5aade856b6998620820b25b25301a5317b901baf50b7d552679005d64a455
gold_0278,synthetic_derived,mock_010,false,true,H4,data/synthetic_cases/gold_0278.md,06074f7b6856036262bcb7bcfd842354bc820fed7bc8b14b37170f7ddc83e4b5
gold_0279,synthetic_derived,mock_010,false,true,H5,data/synthetic_cases/gold_0279.md,a1c64c4fc65ee48802a57fac403d2eed7603b5bd4ba9a5b7f2e5048eed0af009
gold_0280,synthetic_derived,mock_010,false,true,H6,data/synthetic_cases/gold_0280.md,94fa9057e57731faecf6691d25393bfde8c91c7386b9321a9370d1eaeed627ab
gold_0281,synthetic_derived,mock_011,false,true,H1,data/synthetic_cases/gold_0281.md,0d5a8f6b41a826a2115a5369613a2a333b82126a9d63a3146f86a49f458c918f
gold_0282,synthetic_derived,mock_011,false,true,H2,data/synthetic_cases/gold_0282.md,0ec4e815abed2c15dad177324276cf25dedab4a43c70b901ab6abb74ff65ff6c
gold_0283,synthetic_derived,mock_011,false,true,H3,data/synthetic_cases/gold_0283.md,3e5034da45808f1f4534f489081edb60eb157fb192af642cfa0766e7821304dd
gold_0284,synthetic_derived,mock_011,false,true,H4,data/synthetic_cases/gold_0284.md,da70c4e09017b9ebf855ceafe41ee2ded8761c182fd8953f15f49ad1c8ed48f3
gold_0285,synthetic_derived,mock_011,false,true,H5,data/synthetic_cases/gold_0285.md,cd6c9d7f86e5b5031a5d2315076443f5c83ac93bfc9ebdafb93389c4799bb3b4
gold_0286,synthetic_derived,mock_011,false,true,H6,data/synthetic_cases/gold_0286.md,c1d84f7a2e939106f21e827859174f27699c4bddbc33306d54094f7ab7f24482
gold_0287,synthetic_derived,mock_012,false,true,H1,data/synthetic_cases/gold_0287.md,16c6ef774298a145dffc9c2e4f6b762165e678c0ad7cfc11003d8f1cd6404737
gold_0288,synthetic_derived,mock_012,false,true,H2,data/synthetic_cases/gold_0288.md,3f12554334896a2d9cb1d17b937d90359ea04b332e1b239de71dbc39d7519ea2
gold_0289,synthetic_derived,mock_012,false,true,H3,data/synthetic_cases/gold_0289.md,cc0a137bccfe02651007d218f54ed75212fb1b1cc7773594423121b2eaa3c3a8
gold_0290,synthetic_derived,mock_012,false,true,H4,data/synthetic_cases/gold_0290.md,d586771386afd148ba5fb0b46eadc486841663b98aff0763bf5724ffb4f692ec
gold_0291,synthetic_derived,mock_012,false,true,H5,data/synthetic_cases/gold_0291.md,c1feb4cf5833085c3d8bc2d25f148140dc29e24ff08b374ddc3a90e749cf4bec
gold_0292,synthetic_derived,mock_012,false,true,H6,data/synthetic_cases/gold_0292.md,27feb2f3243674987ff413ac1b5261dfe98d46ab6549c6b7cdd408baa1cbc7b4
gold_0293,synthetic_derived,mock_013,false,true,H1,data/synthetic_cases/gold_0293.md,0639abb5e0624a0edd608417df8c5f8219739dfd71db7df722593c0cd051da65
gold_0294,synthetic_derived,mock_013,false,true,H2,data/synthetic_cases/gold_0294.md,9e87f6118839cf521c7ebea6ae89be17c2adfeab8b6bb97741ef32ad55a4ac52
gold_0295,synthetic_derived,mock_013,false,true,H3,data/synthetic_cases/gold_0295.md,4b9dcd917d0b7970c26893ed2a8e2d65ce7e92157b8323e58b8444d27f90064c
gold_0296,synthetic_derived,mock_013,false,true,H4,data/synthetic_cases/gold_0296.md,fab60f58f205ac6c3c2d8ce941abb8d1377839341567c6015284f7a9e70bc656
gold_0297,synthetic_derived,mock_013,false,true,H5,data/synthetic_cases/gold_0297.md,dc6aa64f1a3a1009d58908f41f24ffd825de2c78b958e646facf1aa5f55a4a4d
gold_0298,synthetic_derived,mock_013,false,true,H6,data/synthetic_cases/gold_0298.md,5fdc4b83dec951def0c7dbb99917d85bd41b9d8ac8b50878c5912f999f8e229a
gold_0299,synthetic_derived,mock_014,false,true,H1,data/synthetic_cases/gold_0299.md,6cb750fe34350c2f72b24190585a85081c96a0a74057d5120e814398adc05f82
gold_0300,synthetic_derived,mock_014,false,true,H2,data/synthetic_cases/gold_0300.md,8e9009ad356e0b9ecc76fb70908f51c53dc00351ae91a97e06fd59dae161ba78
gold_0301,synthetic_derived,mock_014,false,true,H3,data/synthetic_cases/gold_0301.md,dac6c8b643f26ab22534d9f3ec133b8cd873d0cc61a4216b5eeb3544ff7238d8
gold_0302,synthetic_derived,mock_014,false,true,H4,data/synthetic_cases/gold_0302.md,b11e9a44b23c25d1e5239e471d1c6358f037917f4609863cdcbb393d5590ae95
